ID	CODE	SUBCODE	description	Numric 1	DATE	Remarks
4	9	905	לא מוציא קיטור/אדים                                       	0	00/00/00	
4	9	906	מוציא מים במקום אדים                                      	0	00/00/00	
4	9	907	נזילת מים                                                 	0	00/00/00	
4	9	908	תושבת/מכסה פלטת גיהוץ שבורה                               	0	00/00/00	
4	9	909	מגהץ לא מתחמם                                             	0	00/00/00	
4	9	910	מוציא אדים ללא בקרה                                       	0	00/00/00	
4	9	911	מנגנון מיתוג והפעלה לא תקין                               	0	00/00/00	
4	9	912	מפסק הפעלה לא תקין                                        	0	00/00/00	
4	9	913	בריחת אדים מפקק מילוי                                     	0	00/00/00	
4	9	999	בדיקה כללית.                                              	0	00/00/00	
5	0		זוג סוללות נטענות לא תקינות	0	00/00/00	
5	0		סוללה נטענת לא תקינה	0	00/00/00	
5	1	100	לוח פיקוד לא תקין                                         	0	00/00/00	
5	1	101	ספק כח לא תקין                                            	0	00/00/00	
5	1	102	מערכת בקרה לא תקינה                                       	0	00/00/00	
5	1	103	מעגל טעינה לא תקין                                        	0	00/00/00	
5	1	104	פתח גלבו שרוף                                             	0	00/00/00	
5	1	105	מנגנון נעילת דלת לא תקין                                  	0	00/00/00	
5	1	106	מנוע מניע צלחת לא תקין                                    	0	00/00/00	
5	1	107	מנוע קירור לא תקין                                        	0	00/00/00	
5	1	108	מגנטרון (יח' חימום) לא תקין                               	0	00/00/00	
5	1	109	קבל טעינה למתח גבוה לא תקין                               	0	00/00/00	
5	1	110	דיודת טעינה לא תקינה                                      	0	00/00/00	
5	1	111	נורת תאורה לא תקינה                                       	0	00/00/00	
5	1	112	מפסק דלת לא תקין                                          	0	00/00/00	
5	1	113	סוקט שנאי בקרה לא תקינה                                   	0	00/00/00	
5	1	114	לחצן פתיחת דלת שבור                                       	0	00/00/00	
5	1	115	מימסר בקרה לא תקין                                        	0	00/00/00	
5	1	116	יח' מתח גבוה לא תקינה                                     	0	00/00/00	
5	1	117	מכסה פתח גלבו שרוף                                        	0	00/00/00	
5	1	118	שנאי בקרה לא תקין                                         	0	00/00/00	
5	1	119	שנאי למתח גבוה לא תקין                                    	0	00/00/00	
